t_unix_tstamp,t_synth_browser_category,t_synth_page_url,true_match,t_synth_location,r_intent_time
1557724376,1,https://www.ad.nl/binnenland/kamervoorzitter-arib-we-buigen-voor-hen-die-vielen-voor-ons-vaderland~af1b2f8f/,TRUE,Nederland,0
1557820596,4,https://www.ad.nl/binnenland/kamervoorzitter-arib-we-buigen-voor-hen-die-vielen-voor-ons-vaderland~af1b2f8f/,TRUE,Nederland,105
1557820491,4,https://www.ad.nl/binnenland/kamervoorzitter-arib-we-buigen-voor-hen-die-vielen-voor-ons-vaderland~af1b2f8f/,TRUE,Nederland,0
1557305947,1,https://www.ad.nl/binnenland/kamervoorzitter-arib-we-buigen-voor-hen-die-vielen-voor-ons-vaderland~af1b2f8f/,TRUE,Nederland,210
1557074167,2,https://www.ad.nl/binnenland/kamervoorzitter-arib-we-buigen-voor-hen-die-vielen-voor-ons-vaderland~af1b2f8f/,FALSE,De weke pacifistenkliek,409
1557469725,3,https://www.ad.nl/binnenland/kamervoorzitter-arib-we-buigen-voor-hen-die-vielen-voor-ons-vaderland~af1b2f8f/,FALSE,,771
1557214547,5,https://www.ad.nl/binnenland/kamervoorzitter-arib-we-buigen-voor-hen-die-vielen-voor-ons-vaderland~af1b2f8f/,FALSE,Den Haag,1135
1557244936,2,https://www.ad.nl/binnenland/kamervoorzitter-arib-we-buigen-voor-hen-die-vielen-voor-ons-vaderland~af1b2f8f/,FALSE,Nederland,610
1557252567,5,https://www.ad.nl/binnenland/kamervoorzitter-arib-we-buigen-voor-hen-die-vielen-voor-ons-vaderland~af1b2f8f/,FALSE,,727
1557036066,2,https://www.ad.nl/binnenland/kamervoorzitter-arib-we-buigen-voor-hen-die-vielen-voor-ons-vaderland~af1b2f8f/,FALSE,Heerenveen,103
1557432403,4,https://www.ad.nl/binnenland/kamervoorzitter-arib-we-buigen-voor-hen-die-vielen-voor-ons-vaderland~af1b2f8f/,FALSE,,458
1557008071,1,https://www.ad.nl/binnenland/kanobaas-na-brand-die-tonnen-kost-er-is-iemand-wel-heel-erg-boos-op-mij~ad14628a/,TRUE,Nederland,0
1557432228,1,https://www.ad.nl/binnenland/kanobaas-na-brand-die-tonnen-kost-er-is-iemand-wel-heel-erg-boos-op-mij~ad14628a/,FALSE,Alkmaar,679
1557814152,3,https://www.ad.nl/binnenland/kanobaas-na-brand-die-tonnen-kost-er-is-iemand-wel-heel-erg-boos-op-mij~ad14628a/,FALSE,Nederland,225
1557009063,1,https://www.ad.nl/binnenland/kanobaas-na-brand-die-tonnen-kost-er-is-iemand-wel-heel-erg-boos-op-mij~ad14628a/,FALSE,,992
1557057746,5,https://www.ad.nl/binnenland/kanobaas-na-brand-die-tonnen-kost-er-is-iemand-wel-heel-erg-boos-op-mij~ad14628a/,FALSE,"Rotterdam, Nederland",999
1557814026,5,https://www.ad.nl/binnenland/kanobaas-na-brand-die-tonnen-kost-er-is-iemand-wel-heel-erg-boos-op-mij~ad14628a/,FALSE,Nederland,99
1557815103,1,https://www.ad.nl/binnenland/kanobaas-na-brand-die-tonnen-kost-er-is-iemand-wel-heel-erg-boos-op-mij~ad14628a/,FALSE,,1176
1557295200,1,https://www.ad.nl/binnenland/kind-5-zit-op-achterbank-terwijl-beschonken-vader-aanrijdingen-veroorzaakt~acb14026/,TRUE,Nederland,20
1557295200,1,https://www.ad.nl/binnenland/kind-5-zit-op-achterbank-terwijl-beschonken-vader-aanrijdingen-veroorzaakt~acb14026/,TRUE,Nederland,20
1557254187,5,https://www.ad.nl/binnenland/kind-5-zit-op-achterbank-terwijl-beschonken-vader-aanrijdingen-veroorzaakt~acb14026/,FALSE,"Dordrecht, Zuid-Holland",369
1557609825,2,https://www.ad.nl/binnenland/kind-5-zit-op-achterbank-terwijl-beschonken-vader-aanrijdingen-veroorzaakt~acb14026/,FALSE,"Boskoop, Zuid-Holland",902
1557609577,5,https://www.ad.nl/binnenland/kind-5-zit-op-achterbank-terwijl-beschonken-vader-aanrijdingen-veroorzaakt~acb14026/,FALSE,Rotterdam,654
1557055581,1,https://www.ad.nl/binnenland/kinderrechtenorganisatie-verplicht-mazelenprik-want-dit-is-onveilig~aceb60dd/,TRUE,Amersfoort,45
1557055913,4,https://www.ad.nl/binnenland/kinderrechtenorganisatie-verplicht-mazelenprik-want-dit-is-onveilig~aceb60dd/,FALSE,The gates of hell,377
1557414393,2,https://www.ad.nl/binnenland/kinderrechtenorganisatie-verplicht-mazelenprik-want-dit-is-onveilig~aceb60dd/,FALSE,Rotterdam -  IJsselmonde,96
1557415149,2,https://www.ad.nl/binnenland/kinderrechtenorganisatie-verplicht-mazelenprik-want-dit-is-onveilig~aceb60dd/,FALSE,Hollandscheveld,852
1556953478,4,https://www.ad.nl/binnenland/klimaatdebat-laten-we-niemand-aanpraten-dat-de-wereld-vergaat~a1e4c4e08/,TRUE,Nederland,110
1557050316,2,https://www.ad.nl/binnenland/klimaatdebat-laten-we-niemand-aanpraten-dat-de-wereld-vergaat~a1e4c4e08/,TRUE,Nederland,25
1556730813,2,https://www.ad.nl/binnenland/klimaatdebat-laten-we-niemand-aanpraten-dat-de-wereld-vergaat~a1e4c4e08/,FALSE,Rotterdam,870
1556953515,1,https://www.ad.nl/binnenland/klimaatdebat-laten-we-niemand-aanpraten-dat-de-wereld-vergaat~a1e4c4e08/,FALSE,Zuid Holland Nederland,147
1556954490,1,https://www.ad.nl/binnenland/klimaatdebat-laten-we-niemand-aanpraten-dat-de-wereld-vergaat~a1e4c4e08/,FALSE,,1122
1557050678,3,https://www.ad.nl/binnenland/klimaatdebat-laten-we-niemand-aanpraten-dat-de-wereld-vergaat~a1e4c4e08/,FALSE,,387
1556730833,3,https://www.ad.nl/binnenland/klimaatdebat-laten-we-niemand-aanpraten-dat-de-wereld-vergaat~a1e4c4e08/,FALSE,"Groningen, Nederland",890
1556954047,2,https://www.ad.nl/binnenland/klimaatdebat-laten-we-niemand-aanpraten-dat-de-wereld-vergaat~a1e4c4e08/,FALSE,"Rotterdam, Nederland",679
1556953612,1,https://www.ad.nl/binnenland/klimaatdebat-laten-we-niemand-aanpraten-dat-de-wereld-vergaat~a1e4c4e08/,FALSE,,244
1557050570,5,https://www.ad.nl/binnenland/klimaatdebat-laten-we-niemand-aanpraten-dat-de-wereld-vergaat~a1e4c4e08/,FALSE,"Oss, Nederland",279
1556909871,3,https://www.ad.nl/binnenland/koerierster-des-doods-al-zeventig-jaar-spoorloos~af37b9dd/,FALSE,Utrecht,283
1556910791,5,https://www.ad.nl/binnenland/koerierster-des-doods-al-zeventig-jaar-spoorloos~af37b9dd/,FALSE,,1203
1557783140,1,https://www.ad.nl/binnenland/koolmezen-vermoedelijk-dood-door-vergiftigde-buxusrupsen~ac2b411c/,TRUE,Nederland,10
1557239462,4,https://www.ad.nl/binnenland/koppen-rollen-door-crisis-politieacademie~a2925235/,TRUE,No City,15
1557056328,2,https://www.ad.nl/binnenland/koppen-rollen-door-crisis-politieacademie~a2925235/,TRUE,Nederland,25
1557659380,1,https://www.ad.nl/binnenland/koppen-rollen-door-crisis-politieacademie~a2925235/,TRUE,Nederland,55
1556790791,2,https://www.ad.nl/binnenland/koppen-rollen-door-crisis-politieacademie~a2925235/,TRUE,Nederland,20
1557659370,1,https://www.ad.nl/binnenland/koppen-rollen-door-crisis-politieacademie~a2925235/,TRUE,Nederland,45
1557056781,2,https://www.ad.nl/binnenland/koppen-rollen-door-crisis-politieacademie~a2925235/,FALSE,Thuis,478
1557057344,4,https://www.ad.nl/binnenland/koppen-rollen-door-crisis-politieacademie~a2925235/,FALSE,,1041
1557057155,1,https://www.ad.nl/binnenland/koppen-rollen-door-crisis-politieacademie~a2925235/,FALSE,Rotterdam -  IJsselmonde,852
1557015636,1,https://www.ad.nl/binnenland/krijg-jij-ook-de-hele-dag-statische-schokken-dit-kun-je-eraan-doen~a9cb8671/,FALSE,Rotterdam,357
1556702489,1,https://www.ad.nl/binnenland/laatdunkende-opmerkingen-over-europarlementariers-zijn-in-sommige-gevallen-niet-misplaatst~aa218a5d/,TRUE,Nederland,250
1557225339,4,https://www.ad.nl/binnenland/laatdunkende-opmerkingen-over-europarlementariers-zijn-in-sommige-gevallen-niet-misplaatst~aa218a5d/,TRUE,Nederland,5
1557856996,5,https://www.ad.nl/binnenland/laatdunkende-opmerkingen-over-europarlementariers-zijn-in-sommige-gevallen-niet-misplaatst~aa218a5d/,FALSE,Heerlen (Zlb),239
1557857112,1,https://www.ad.nl/binnenland/laatdunkende-opmerkingen-over-europarlementariers-zijn-in-sommige-gevallen-niet-misplaatst~aa218a5d/,FALSE,The Netherlands  🇳🇱,355
1557066749,4,https://www.ad.nl/binnenland/laatdunkende-opmerkingen-over-europarlementariers-zijn-in-sommige-gevallen-niet-misplaatst~aa218a5d/,FALSE,Rotterdam,447
1557225792,4,https://www.ad.nl/binnenland/laatdunkende-opmerkingen-over-europarlementariers-zijn-in-sommige-gevallen-niet-misplaatst~aa218a5d/,FALSE,,458
1557828533,4,https://www.ad.nl/binnenland/laatdunkende-opmerkingen-over-europarlementariers-zijn-in-sommige-gevallen-niet-misplaatst~aa218a5d/,FALSE,waar de zon is.,146
1557008125,4,https://www.ad.nl/binnenland/landelijke-telefoonstoring-tele2-weer-voorbij~add20f71/,TRUE,Nederland,10
1557432493,1,https://www.ad.nl/binnenland/landelijke-telefoonstoring-tele2-weer-voorbij~add20f71/,TRUE,Nederland,150
1557294082,5,https://www.ad.nl/binnenland/landelijke-telefoonstoring-tele2-weer-voorbij~add20f71/,FALSE,"Dorp Warnsveld, Zutphen",168
1557294162,2,https://www.ad.nl/binnenland/landelijke-telefoonstoring-tele2-weer-voorbij~add20f71/,FALSE,Area51,248
1557827379,2,https://www.ad.nl/binnenland/landelijke-telefoonstoring-tele2-weer-voorbij~add20f71/,FALSE,"Houten, Nederland",430
1557009191,4,https://www.ad.nl/binnenland/landelijke-telefoonstoring-tele2-weer-voorbij~add20f71/,FALSE,Utrecht (Oog in Al),1076
1557334591,2,https://www.ad.nl/binnenland/lange-wachttijden-cbr-voorbij-door-aantrekken-nieuwe-examinatoren~a60f01d4/,TRUE,'s-Hertogenbosch,180
1557402680,3,https://www.ad.nl/binnenland/lange-wachttijden-cbr-voorbij-door-aantrekken-nieuwe-examinatoren~a60f01d4/,TRUE,Hoogeveen,0
1557334593,1,https://www.ad.nl/binnenland/lange-wachttijden-cbr-voorbij-door-aantrekken-nieuwe-examinatoren~a60f01d4/,FALSE,,182
1557403703,5,https://www.ad.nl/binnenland/lange-wachttijden-cbr-voorbij-door-aantrekken-nieuwe-examinatoren~a60f01d4/,FALSE,Rotterdam,1023
1557334870,3,https://www.ad.nl/binnenland/lange-wachttijden-cbr-voorbij-door-aantrekken-nieuwe-examinatoren~a60f01d4/,FALSE,Nederland,459
1557333943,1,https://www.ad.nl/binnenland/leesbril-iedereen-boven-de-40-komt-aan-de-beurt~a847da07/,TRUE,Nederland,5
1557334955,1,https://www.ad.nl/binnenland/leesbril-iedereen-boven-de-40-komt-aan-de-beurt~a847da07/,FALSE,Baexem,1017
1557335032,2,https://www.ad.nl/binnenland/leesbril-iedereen-boven-de-40-komt-aan-de-beurt~a847da07/,FALSE,"Heiloo, Nederland",1094
1557379153,1,https://www.ad.nl/binnenland/leidt-screening-van-ongeboren-kinderen-tot-down-loze-samenleving~abdb6f98/,FALSE,Netherlands/Bulgaria,1141
1557042096,4,https://www.ad.nl/binnenland/lezers-helpen-lezers~a8fde343/,TRUE,Nederland,5
1557036721,2,https://www.ad.nl/binnenland/lezers-helpen-lezers~a8fde343/,FALSE,,532
1557037329,5,https://www.ad.nl/binnenland/lezers-helpen-lezers~a8fde343/,FALSE,Capelle aan den IJssel,1140
1557043271,2,https://www.ad.nl/binnenland/lezers-helpen-lezers~a8fde343/,FALSE,Drenthe,1180
1556995372,5,https://www.ad.nl/binnenland/live-bevrijdingsfestivals-officieel-begonnen-matige-opkomst-door-slecht-weer~a938aa88/,FALSE,,426
1557347234,4,https://www.ad.nl/binnenland/live-bevrijdingsfestivals-ondanks-kou-en-regen-goed-bezocht~a938aa88/,TRUE,Utrecht,175
1557684047,4,https://www.ad.nl/binnenland/live-bevrijdingsfestivals-ondanks-kou-en-regen-goed-bezocht~a938aa88/,TRUE,Nederland,15
1557684282,4,https://www.ad.nl/binnenland/live-bevrijdingsfestivals-ondanks-kou-en-regen-goed-bezocht~a938aa88/,TRUE,Nederland,250
1557330972,2,https://www.ad.nl/binnenland/losgebroken-koe-verwondt-persoon-in-den-ham~a44d8262/,TRUE,Nederland,5
1557238654,4,https://www.ad.nl/binnenland/losgebroken-koe-verwondt-persoon-in-den-ham~a44d8262/,FALSE,Nederland,881
1557595817,2,https://www.ad.nl/binnenland/louis-heeft-zo-n-200-kinderen-ik-kon-ze-geen-vader-geven-maar-wel-broers-en-zussen~a0a1381e/,FALSE,"Lelystad, Nederland",1194
1556727503,5,https://www.ad.nl/binnenland/louis-heeft-zo-n-200-kinderen-ik-kon-ze-geen-vader-geven-maar-wel-broers-en-zussen~a0a1381e/,FALSE,,742
1557594994,5,https://www.ad.nl/binnenland/louis-heeft-zo-n-200-kinderen-ik-kon-ze-geen-vader-geven-maar-wel-broers-en-zussen~a0a1381e/,FALSE,,371
1557595646,1,https://www.ad.nl/binnenland/louis-heeft-zo-n-200-kinderen-ik-kon-ze-geen-vader-geven-maar-wel-broers-en-zussen~a0a1381e/,FALSE,"Maarssen, Stichtse Vecht",1023
1557522469,2,https://www.ad.nl/binnenland/man-en-vrouw-doodgestoken-op-heide-bij-heerlen-politie-kent-identiteit-slachtoffers~a8689b91/,TRUE,Nederland,0
1557361180,1,https://www.ad.nl/binnenland/man-en-vrouw-doodgestoken-op-heide-bij-heerlen-politie-kent-identiteit-slachtoffers~a8689b91/,TRUE,Nederland,5
1557819987,1,https://www.ad.nl/binnenland/man-en-vrouw-doodgestoken-op-heide-bij-heerlen-politie-kent-identiteit-slachtoffers~a8689b91/,TRUE,Nederland,0
1556892477,1,https://www.ad.nl/binnenland/man-en-vrouw-doodgestoken-op-heide-bij-heerlen-politie-kent-identiteit-slachtoffers~a8689b91/,TRUE,Nederland,0
1557004694,1,https://www.ad.nl/binnenland/man-en-vrouw-doodgestoken-op-heide-bij-heerlen-politie-kent-identiteit-slachtoffers~a8689b91/,TRUE,Nederland,305
1557004569,1,https://www.ad.nl/binnenland/man-en-vrouw-doodgestoken-op-heide-bij-heerlen-politie-kent-identiteit-slachtoffers~a8689b91/,TRUE,Nederland,180
1557522915,1,https://www.ad.nl/binnenland/man-en-vrouw-doodgestoken-op-heide-bij-heerlen-politie-kent-identiteit-slachtoffers~a8689b91/,FALSE,,446
1557561594,1,https://www.ad.nl/binnenland/man-en-vrouw-doodgestoken-op-heide-bij-heerlen-politie-kent-identiteit-slachtoffers~a8689b91/,FALSE,Nederland,885
1557260814,1,https://www.ad.nl/binnenland/man-en-vrouw-doodgestoken-op-heide-bij-heerlen-politie-kent-identiteit-slachtoffers~a8689b91/,FALSE,,1209
1557820211,4,https://www.ad.nl/binnenland/man-en-vrouw-doodgestoken-op-heide-bij-heerlen-politie-kent-identiteit-slachtoffers~a8689b91/,FALSE,Nederland,224
1557004635,1,https://www.ad.nl/binnenland/man-en-vrouw-doodgestoken-op-heide-bij-heerlen-politie-kent-identiteit-slachtoffers~a8689b91/,FALSE,Netherlands - Gouda,246
1557832905,5,https://www.ad.nl/binnenland/man-en-vrouw-doodgestoken-op-heide-bij-heerlen-politie-kent-identiteit-slachtoffers~a8689b91/,FALSE,Friesland,665
1557005483,4,https://www.ad.nl/binnenland/man-en-vrouw-doodgestoken-op-heide-bij-heerlen-politie-kent-identiteit-slachtoffers~a8689b91/,FALSE,Diever,1094
1556796220,5,https://www.ad.nl/binnenland/man-en-vrouw-doodgestoken-op-heide-bij-heerlen-politie-kent-identiteit-slachtoffers~a8689b91/,FALSE,"Freudstraat, Hengelo",356
1557820452,4,https://www.ad.nl/binnenland/man-en-vrouw-doodgestoken-tijdens-uitlaten-van-hond-op-heide-bij-heerlen~a8689b91/,TRUE,Nederland,0
1557410926,1,https://www.ad.nl/binnenland/man-en-vrouw-doodgestoken-tijdens-uitlaten-van-hond-op-heide-bij-heerlen~a8689b91/,TRUE,Nederland,10
1557342742,3,https://www.ad.nl/binnenland/man-en-vrouw-doodgestoken-tijdens-uitlaten-van-hond-op-heide-bij-heerlen~a8689b91/,TRUE,Den Helder,10
1557556734,1,https://www.ad.nl/binnenland/man-en-vrouw-doodgestoken-tijdens-uitlaten-van-hond-op-heide-bij-heerlen~a8689b91/,TRUE,Nederland,0
1556812353,3,https://www.ad.nl/binnenland/man-en-vrouw-doodgestoken-tijdens-uitlaten-van-hond-op-heide-bij-heerlen~a8689b91/,TRUE,Nederland,5
1557868861,1,https://www.ad.nl/binnenland/man-en-vrouw-doodgestoken-tijdens-uitlaten-van-hond-op-heide-bij-heerlen~a8689b91/,TRUE,Rotterdam,85
1557041282,3,https://www.ad.nl/binnenland/man-en-vrouw-doodgestoken-tijdens-uitlaten-van-hond-op-heide-bij-heerlen~a8689b91/,TRUE,Nederland,10
1556889723,1,https://www.ad.nl/binnenland/man-en-vrouw-doodgestoken-tijdens-uitlaten-van-hond-op-heide-bij-heerlen~a8689b91/,TRUE,Nederland,25
1557698668,1,https://www.ad.nl/binnenland/man-en-vrouw-doodgestoken-tijdens-uitlaten-van-hond-op-heide-bij-heerlen~a8689b91/,FALSE,Utrecht,261
1557410993,2,https://www.ad.nl/binnenland/man-en-vrouw-doodgestoken-tijdens-uitlaten-van-hond-op-heide-bij-heerlen~a8689b91/,FALSE,Rotterdam,77
1557350117,4,https://www.ad.nl/binnenland/man-en-vrouw-doodgestoken-tijdens-uitlaten-van-hond-op-heide-bij-heerlen~a8689b91/,FALSE,Amsterdam / Jordaan,720
1557074440,5,https://www.ad.nl/binnenland/man-en-vrouw-doodgestoken-tijdens-uitlaten-van-hond-op-heide-bij-heerlen~a8689b91/,FALSE,Rotterdam,118
1557252466,2,https://www.ad.nl/binnenland/man-en-vrouw-doodgestoken-tijdens-uitlaten-van-hond-op-heide-bij-heerlen~a8689b91/,FALSE,,1057
1557393878,5,https://www.ad.nl/binnenland/man-en-vrouw-doodgestoken-tijdens-uitlaten-van-hond-op-heide-bij-heerlen~a8689b91/,FALSE,,957
1557590714,5,https://www.ad.nl/binnenland/man-en-vrouw-doodgestoken-tijdens-uitlaten-van-hond-op-heide-bij-heerlen~a8689b91/,FALSE,,991
1557411333,5,https://www.ad.nl/binnenland/man-en-vrouw-doodgestoken-tijdens-uitlaten-van-hond-op-heide-bij-heerlen~a8689b91/,FALSE,31,417
1557210464,2,https://www.ad.nl/binnenland/man-en-vrouw-doodgestoken-tijdens-uitlaten-van-hond-op-heide-bij-heerlen~a8689b91/,FALSE,@the office,303
1557411635,4,https://www.ad.nl/binnenland/man-en-vrouw-doodgestoken-tijdens-uitlaten-van-hond-op-heide-bij-heerlen~a8689b91/,FALSE,,719
1557395040,4,https://www.ad.nl/binnenland/man-en-vrouw-doodgestoken-tijdens-uitlaten-van-hond-op-heide-bij-heerlen~a8689b91/,FALSE,Rotterdam -  IJsselmonde,1002
1557411202,4,https://www.ad.nl/binnenland/man-en-vrouw-doodgestoken-tijdens-uitlaten-van-hond-op-heide-bij-heerlen~a8689b91/,FALSE,,286
1557333790,2,https://www.ad.nl/binnenland/man-en-vrouw-doodgestoken-tijdens-uitlaten-van-hond-op-heide-bij-heerlen~a8689b91/,FALSE,"Sittard, Netherlands",417
1557642122,5,https://www.ad.nl/binnenland/man-en-vrouw-doodgestoken-tijdens-uitlaten-van-hond-op-heide-bij-heerlen~a8689b91/,FALSE,'s-Gravenhage,91
1557731594,2,https://www.ad.nl/binnenland/man-en-vrouw-doodgestoken-tijdens-uitlaten-van-hond-op-heide-bij-heerlen~a8689b91/,FALSE,'s-Gravendeel,324
1556890773,4,https://www.ad.nl/binnenland/man-en-vrouw-doodgestoken-tijdens-uitlaten-van-hond-op-heide-bij-heerlen~a8689b91/,FALSE,Wassenaar,1075
1557869610,4,https://www.ad.nl/binnenland/man-en-vrouw-doodgestoken-tijdens-uitlaten-van-hond-op-heide-bij-heerlen~a8689b91/,FALSE,,834
1557343612,2,https://www.ad.nl/binnenland/man-en-vrouw-doodgestoken-tijdens-uitlaten-van-hond-op-heide-bij-heerlen~a8689b91/,FALSE,Rotterdam -  IJsselmonde,880
1557313433,3,https://www.ad.nl/binnenland/man-en-vrouw-doodgestoken-tijdens-uitlaten-van-hond-op-heide-bij-heerlen~a8689b91/,FALSE,"Utrechtse Heuvelrug, Nederland",25
1556776164,1,https://www.ad.nl/binnenland/man-en-vrouw-doodgestoken-tijdens-uitlaten-van-hond-op-heide-bij-heerlen~a8689b91/,FALSE,Tilburg,1166
1557317917,4,https://www.ad.nl/binnenland/man-en-vrouw-doodgestoken-tijdens-uitlaten-van-hond-op-heide-bij-heerlen~a8689b91/,FALSE,,1146
1557051857,2,https://www.ad.nl/binnenland/man-en-vrouw-doodgestoken-tijdens-uitlaten-van-hond-op-heide-bij-heerlen~a8689b91/,FALSE,,979
1557343805,1,https://www.ad.nl/binnenland/man-en-vrouw-doodgestoken-tijdens-uitlaten-van-hond-op-heide-bij-heerlen~a8689b91/,FALSE,Neverland,1073
1557573905,4,https://www.ad.nl/binnenland/man-en-vrouw-doodgestoken-tijdens-uitlaten-van-hond-op-heide-bij-heerlen~a8689b91/,FALSE,,428
1557500127,5,https://www.ad.nl/binnenland/man-en-vrouw-doodgestoken-tijdens-uitlaten-van-hond-op-heide-bij-heerlen~a8689b91/,FALSE,,202
1557213572,2,https://www.ad.nl/binnenland/man-en-vrouw-doodgestoken-tijdens-uitlaten-van-hond-op-heide-bij-heerlen~a8689b91/,FALSE,Ede,489
1557640466,3,https://www.ad.nl/binnenland/man-en-vrouw-doodgestoken-tijdens-uitlaten-van-hond-op-heide-bij-heerlen~a8689b91/,FALSE,,16
1556894060,4,https://www.ad.nl/binnenland/man-en-vrouw-doodgestoken-tijdens-uitlaten-van-hond-op-heide-bij-heerlen~a8689b91/,FALSE,"Rotterdam, The Netherlands",866
1556743147,4,https://www.ad.nl/binnenland/man-en-vrouw-doodgestoken-tijdens-uitlaten-van-hond-op-heide-bij-heerlen~a8689b91/,FALSE,Zwijndrecht,439
1557323242,1,https://www.ad.nl/binnenland/man-en-vrouw-doodgestoken-tijdens-uitlaten-van-hond-op-heide-bij-heerlen~a8689b91/,FALSE,Nederland,154
1556983250,2,https://www.ad.nl/binnenland/man-en-vrouw-doodgestoken-tijdens-uitlaten-van-hond-op-heide-bij-heerlen~a8689b91/,FALSE,Heerlen (Zlb),1179
1557869730,2,https://www.ad.nl/binnenland/man-en-vrouw-doodgestoken-tijdens-uitlaten-van-hond-op-heide-bij-heerlen~a8689b91/,FALSE,,954
1557069341,4,https://www.ad.nl/binnenland/man-en-vrouw-doodgestoken-tijdens-uitlaten-van-hond-op-heide-bij-heerlen~a8689b91/,FALSE,,141
1557251524,5,https://www.ad.nl/binnenland/man-en-vrouw-doodgestoken-tijdens-uitlaten-van-hond-op-heide-bij-heerlen~a8689b91/,FALSE,"The Netherlands, EU, Earth, Milky Way System, universe.",115
1557242324,5,https://www.ad.nl/binnenland/man-en-vrouw-doodgestoken-tijdens-uitlaten-van-hond-op-heide-bij-heerlen~a8689b91/,FALSE,"Bodegraven-Reeuwijk, Nederland",1170
1557643240,2,https://www.ad.nl/binnenland/man-en-vrouw-doodgestoken-tijdens-uitlaten-van-hond-op-heide-bij-heerlen~a8689b91/,FALSE,Capelle aan den IJssel,1209
1556803747,4,https://www.ad.nl/binnenland/man-en-vrouw-doodgestoken-tijdens-uitlaten-van-hond-op-heide-bij-heerlen~a8689b91/,FALSE,"Amsterdam, Nederland",802
1557809797,3,https://www.ad.nl/binnenland/man-en-vrouw-tijdens-doodgestoken-tijdens-uitlaten-van-hond-op-heide-bij-heerlen~a8689b91/,TRUE,Nederland,0
1557809842,3,https://www.ad.nl/binnenland/man-en-vrouw-tijdens-doodgestoken-tijdens-uitlaten-van-hond-op-heide-bij-heerlen~a8689b91/,TRUE,Nederland,45
1556703652,1,https://www.ad.nl/binnenland/man-en-vrouw-tijdens-doodgestoken-tijdens-uitlaten-van-hond-op-heide-bij-heerlen~a8689b91/,FALSE,"Uden, Nederland",810
1556865944,2,https://www.ad.nl/binnenland/man-en-vrouw-tijdens-doodgestoken-tijdens-uitlaten-van-hond-op-heide-bij-heerlen~a8689b91/,FALSE,"Delfzijl,  The Netherlands",854
1557511736,1,https://www.ad.nl/binnenland/man-en-vrouw-tijdens-doodgestoken-tijdens-uitlaten-van-hond-op-heide-bij-heerlen~a8689b91/,FALSE,"Zaanstad, Nederland",876
1556703725,2,https://www.ad.nl/binnenland/man-en-vrouw-tijdens-doodgestoken-tijdens-uitlaten-van-hond-op-heide-bij-heerlen~a8689b91/,FALSE,Marke Noetsele (Noessel),883
1556703302,5,https://www.ad.nl/binnenland/man-en-vrouw-tijdens-doodgestoken-tijdens-uitlaten-van-hond-op-heide-bij-heerlen~a8689b91/,FALSE,,460
1556865852,1,https://www.ad.nl/binnenland/man-en-vrouw-tijdens-doodgestoken-tijdens-uitlaten-van-hond-op-heide-bij-heerlen~a8689b91/,FALSE,,762
1557511180,2,https://www.ad.nl/binnenland/man-en-vrouw-tijdens-doodgestoken-tijdens-uitlaten-van-hond-op-heide-bij-heerlen~a8689b91/,FALSE,Nederland,320
1557346557,1,https://www.ad.nl/binnenland/man-en-vrouw-tijdens-hond-uitlaten-neergestoken-op-brunssummerheide~a8689b91/,TRUE,Nederland,70
1556721110,1,https://www.ad.nl/binnenland/man-en-vrouw-tijdens-hond-uitlaten-neergestoken-op-brunssummerheide~a8689b91/,FALSE,Nederland,1003
1556721222,5,https://www.ad.nl/binnenland/man-en-vrouw-tijdens-hond-uitlaten-neergestoken-op-brunssummerheide~a8689b91/,FALSE,"Heemskerk, Noord-Holland",1115
1557347294,5,https://www.ad.nl/binnenland/man-en-vrouw-tijdens-hond-uitlaten-neergestoken-op-brunssummerheide~a8689b91/,FALSE,"Rotterdam, The Netherlands",807
1557839737,1,https://www.ad.nl/binnenland/man-en-vrouw-tijdens-uitlaten-hond-doodgestoken-op-heide-bij-heerlen~a8689b91/,TRUE,Nederland,5
1557826696,3,https://www.ad.nl/binnenland/man-en-vrouw-tijdens-uitlaten-hond-doodgestoken-op-heide-bij-heerlen~a8689b91/,TRUE,Nederland,25
1557706441,1,https://www.ad.nl/binnenland/man-en-vrouw-tijdens-uitlaten-hond-doodgestoken-op-heide-bij-heerlen~a8689b91/,TRUE,Nederland,0
1557846364,3,https://www.ad.nl/binnenland/man-en-vrouw-tijdens-uitlaten-hond-doodgestoken-op-heide-bij-heerlen~a8689b91/,TRUE,Nederland,155
1556697492,1,https://www.ad.nl/binnenland/man-en-vrouw-tijdens-uitlaten-hond-doodgestoken-op-heide-bij-heerlen~a8689b91/,TRUE,Amsterdam,15
1557839867,1,https://www.ad.nl/binnenland/man-en-vrouw-tijdens-uitlaten-hond-doodgestoken-op-heide-bij-heerlen~a8689b91/,TRUE,Nederland,135
1556743162,5,https://www.ad.nl/binnenland/man-en-vrouw-tijdens-uitlaten-hond-doodgestoken-op-heide-bij-heerlen~a8689b91/,FALSE,Colijnstraat 6 Ridderkerk,1177
1556703802,5,https://www.ad.nl/binnenland/man-en-vrouw-tijdens-uitlaten-hond-doodgestoken-op-heide-bij-heerlen~a8689b91/,FALSE,nederland,679
1556903583,4,https://www.ad.nl/binnenland/man-en-vrouw-tijdens-uitlaten-hond-doodgestoken-op-heide-bij-heerlen~a8689b91/,FALSE,,807
