t_unix_tstamp,t_synth_browser_category,t_synth_page_url,true_match,t_synth_location,r_intent_time,,
1556945782,5,https://www.ad.nl/binnenland/drie-kopschoppers-trappen-martijn-bewusteloos-het-scheelde-niks-of-ik-was-er-niet-meer~ac6d7a79/,FALSE,"51.933629,4.420031",444,,
1556946545,4,https://www.ad.nl/binnenland/drie-kopschoppers-trappen-martijn-bewusteloos-het-scheelde-niks-of-ik-was-er-niet-meer~ac6d7a79/,FALSE,,295,,
1556946568,2,https://www.ad.nl/binnenland/drie-kopschoppers-trappen-martijn-bewusteloos-het-scheelde-niks-of-ik-was-er-niet-meer~ac6d7a79/,FALSE,,318,,
1556947250,5,https://www.ad.nl/binnenland/drie-kopschoppers-trappen-martijn-bewusteloos-het-scheelde-niks-of-ik-was-er-niet-meer~ac6d7a79/,FALSE,Amersfoort/The Netherlands,1000,,
1557034678,3,https://www.ad.nl/binnenland/drie-kopschoppers-trappen-martijn-bewusteloos-het-scheelde-niks-of-ik-was-er-niet-meer~ac6d7a79/,TRUE,Nederland,125,,
1557035437,4,https://www.ad.nl/binnenland/drie-kopschoppers-trappen-martijn-bewusteloos-het-scheelde-niks-of-ik-was-er-niet-meer~ac6d7a79/,FALSE,Rotterdam -  IJsselmonde,884,,
1557059292,2,https://www.ad.nl/binnenland/drie-kopschoppers-trappen-martijn-bewusteloos-het-scheelde-niks-of-ik-was-er-niet-meer~ac6d7a79/,FALSE,The Netherlands,793,,
1557296681,4,https://www.ad.nl/binnenland/drie-kopschoppers-trappen-martijn-bewusteloos-het-scheelde-niks-of-ik-was-er-niet-meer~ac6d7a79/,FALSE,,294,,
1557408297,4,https://www.ad.nl/binnenland/drie-kopschoppers-trappen-martijn-bewusteloos-het-scheelde-niks-of-ik-was-er-niet-meer~ac6d7a79/,TRUE,Utrecht,5,,
1557408307,4,https://www.ad.nl/binnenland/drie-kopschoppers-trappen-martijn-bewusteloos-het-scheelde-niks-of-ik-was-er-niet-meer~ac6d7a79/,TRUE,Nederland,15,,
1557472174,4,https://www.ad.nl/binnenland/drie-kopschoppers-trappen-martijn-bewusteloos-het-scheelde-niks-of-ik-was-er-niet-meer~ac6d7a79/,TRUE,Nederland,5,,
1557492331,1,https://www.ad.nl/binnenland/drie-kopschoppers-trappen-martijn-bewusteloos-het-scheelde-niks-of-ik-was-er-niet-meer~ac6d7a79/,TRUE,Nederland,5,,
1557596728,1,https://www.ad.nl/binnenland/drie-kopschoppers-trappen-martijn-bewusteloos-het-scheelde-niks-of-ik-was-er-niet-meer~ac6d7a79/,FALSE,The Netherlands  🇳🇱,579,,
1557597319,4,https://www.ad.nl/binnenland/drie-kopschoppers-trappen-martijn-bewusteloos-het-scheelde-niks-of-ik-was-er-niet-meer~ac6d7a79/,TRUE,Nederland,1170,,
1557642315,5,https://www.ad.nl/binnenland/drie-kopschoppers-trappen-martijn-bewusteloos-het-scheelde-niks-of-ik-was-er-niet-meer~ac6d7a79/,FALSE,the hague,153,,
1557673678,3,https://www.ad.nl/binnenland/drie-kopschoppers-trappen-martijn-bewusteloos-het-scheelde-niks-of-ik-was-er-niet-meer~ac6d7a79/,TRUE,Nederland,0,,
1557858655,2,https://www.ad.nl/binnenland/drie-kopschoppers-trappen-martijn-bewusteloos-het-scheelde-niks-of-ik-was-er-niet-meer~ac6d7a79/,FALSE,Rotterdam -  IJsselmonde,246,,
1557867678,1,https://www.ad.nl/binnenland/drie-kopschoppers-trappen-martijn-bewusteloos-het-scheelde-niks-of-ik-was-er-niet-meer~ac6d7a79/,FALSE,Nederland,1214,,
1556687216,4,https://www.ad.nl/binnenland/drievoudig-moordverdachte-thijs-h-ging-door-het-lint-in-nieuwe-woning~a8233639/,TRUE,Nederland,695,,
1556687286,2,https://www.ad.nl/binnenland/drievoudig-moordverdachte-thijs-h-ging-door-het-lint-in-nieuwe-woning~a8233639/,FALSE,"Maarssen, Stichtse Vecht",765,,
1556738709,4,https://www.ad.nl/binnenland/drievoudig-moordverdachte-thijs-h-ging-door-het-lint-in-nieuwe-woning~a8233639/,TRUE,Nederland,50,,
1556965701,3,https://www.ad.nl/binnenland/drievoudig-moordverdachte-thijs-h-ging-door-het-lint-in-nieuwe-woning~a8233639/,TRUE,Lelystad,95,,
1556965741,3,https://www.ad.nl/binnenland/drievoudig-moordverdachte-thijs-h-ging-door-het-lint-in-nieuwe-woning~a8233639/,TRUE,Nederland,135,,
1556966138,1,https://www.ad.nl/binnenland/drievoudig-moordverdachte-thijs-h-ging-door-het-lint-in-nieuwe-woning~a8233639/,FALSE,Amsterdam,532,,
1556966669,4,https://www.ad.nl/binnenland/drievoudig-moordverdachte-thijs-h-ging-door-het-lint-in-nieuwe-woning~a8233639/,FALSE,Benidorm,372,,
1556967128,1,https://www.ad.nl/binnenland/drievoudig-moordverdachte-thijs-h-ging-door-het-lint-in-nieuwe-woning~a8233639/,FALSE,"Veendam, Nederland",831,,
1556967150,2,https://www.ad.nl/binnenland/drievoudig-moordverdachte-thijs-h-ging-door-het-lint-in-nieuwe-woning~a8233639/,FALSE,Mokum,853,,
1556976443,4,https://www.ad.nl/binnenland/drievoudig-moordverdachte-thijs-h-ging-door-het-lint-in-nieuwe-woning~a8233639/,FALSE,Zevenbergen,185,,
1557300781,1,https://www.ad.nl/binnenland/drievoudig-moordverdachte-thijs-h-ging-door-het-lint-in-nieuwe-woning~a8233639/,FALSE,,748,,
1557342501,4,https://www.ad.nl/binnenland/drievoudig-moordverdachte-thijs-h-ging-door-het-lint-in-nieuwe-woning~a8233639/,TRUE,Nederland,5,,
1557342986,4,https://www.ad.nl/binnenland/drievoudig-moordverdachte-thijs-h-ging-door-het-lint-in-nieuwe-woning~a8233639/,FALSE,Mijas Costa-Andalusia & Rdam,938,,
1557494489,2,https://www.ad.nl/binnenland/drievoudig-moordverdachte-thijs-h-ging-door-het-lint-in-nieuwe-woning~a8233639/,FALSE,,647,,
1557869233,4,https://www.ad.nl/binnenland/drievoudig-moordverdachte-thijs-h-ging-door-het-lint-in-nieuwe-woning~a8233639/,FALSE,,694,,
1556799426,4,https://www.ad.nl/binnenland/drievoudig-moordverdachte-thijs-h-noemt-zichzelf-een-gedreven-en-nieuwsgierige-student~a8233639/,FALSE,Amersfoort,355,,
1556800258,5,https://www.ad.nl/binnenland/drievoudig-moordverdachte-thijs-h-noemt-zichzelf-een-gedreven-en-nieuwsgierige-student~a8233639/,FALSE,'s-Gravenhage,1187,,
1557346622,5,https://www.ad.nl/binnenland/drievoudig-moordverdachte-thijs-h-noemt-zichzelf-een-gedreven-en-nieuwsgierige-student~a8233639/,FALSE,Utrecht,278,,
1556797209,2,https://www.ad.nl/binnenland/drijvend-drugslab-moerdijk-bijna-gezonken-door-op-afstand-bediende-boobytrap~add62d65/,FALSE,N 52°0' 0'' / E 5°10' 0'',1031,,
1556870665,4,https://www.ad.nl/binnenland/drijvend-drugslab-moerdijk-bijna-gezonken-door-op-afstand-bediende-boobytrap~add62d65/,TRUE,Nederland,5,,
1556871772,4,https://www.ad.nl/binnenland/drijvend-drugslab-moerdijk-bijna-gezonken-door-op-afstand-bediende-boobytrap~add62d65/,FALSE,Leidschendam,1112,,
1557244448,4,https://www.ad.nl/binnenland/drijvend-drugslab-moerdijk-bijna-gezonken-door-op-afstand-bediende-boobytrap~add62d65/,TRUE,Nederland,80,,
1557388881,1,https://www.ad.nl/binnenland/drijvend-drugslab-moerdijk-bijna-gezonken-door-op-afstand-bediende-boobytrap~add62d65/,FALSE,'s-Gravenhage,495,,
1557410440,1,https://www.ad.nl/binnenland/drijvend-drugslab-moerdijk-bijna-gezonken-door-op-afstand-bediende-boobytrap~add62d65/,TRUE,Nederland,485,,
1557421825,4,https://www.ad.nl/binnenland/drijvend-drugslab-moerdijk-bijna-gezonken-door-op-afstand-bediende-boobytrap~add62d65/,FALSE,Woonplaats: Gouda,294,,
1557816062,1,https://www.ad.nl/binnenland/drijvend-drugslab-moerdijk-bijna-gezonken-door-op-afstand-bediende-boobytrap~add62d65/,FALSE,Nederland,572,,
1557378827,1,https://www.ad.nl/binnenland/duitse-man-onder-dreiging-van-wapen-ontvoerd-in-nijbroek~a3ad7c4b/,TRUE,Nederland,50,,
1557237776,4,https://www.ad.nl/binnenland/duizelingwekkende-doodsbedreigingen-blijken-verdomd-effectief~a8c67ad6/,FALSE,"Rotterdam, Nederland",414,,
1557592425,1,https://www.ad.nl/binnenland/duizelingwekkende-doodsbedreigingen-blijken-verdomd-effectief~a8c67ad6/,FALSE,Nederland,801,,
1557743033,1,https://www.ad.nl/binnenland/duizelingwekkende-doodsbedreigingen-blijken-verdomd-effectief~a8c67ad6/,TRUE,Nederland,125,,
1556765731,5,https://www.ad.nl/binnenland/duizend-gemaskerde-veganisten-op-de-dam-klimaatmars-in-maastricht~a154eed7/,FALSE,"Den Haag, Nederland",717,,
1557219473,3,https://www.ad.nl/binnenland/duizend-gemaskerde-veganisten-op-de-dam-klimaatmars-in-maastricht~a154eed7/,FALSE,,698,,
1557230381,5,https://www.ad.nl/binnenland/duizend-gemaskerde-veganisten-op-de-dam-klimaatmars-in-maastricht~a154eed7/,FALSE,,229,,
1557230395,3,https://www.ad.nl/binnenland/duizend-gemaskerde-veganisten-op-de-dam-klimaatmars-in-maastricht~a154eed7/,FALSE,Alphen / Gouda / Woerden,243,,
1557230415,2,https://www.ad.nl/binnenland/duizend-gemaskerde-veganisten-op-de-dam-klimaatmars-in-maastricht~a154eed7/,FALSE,netherlands,263,,
1557310223,5,https://www.ad.nl/binnenland/duizend-gemaskerde-veganisten-op-de-dam-klimaatmars-in-maastricht~a154eed7/,FALSE,"Maarssen, Stichtse Vecht",340,,
1557310755,4,https://www.ad.nl/binnenland/duizend-gemaskerde-veganisten-op-de-dam-klimaatmars-in-maastricht~a154eed7/,FALSE,"The Hague, The Netherlands",872,,
1557335137,5,https://www.ad.nl/binnenland/duizend-gemaskerde-veganisten-op-de-dam-klimaatmars-in-maastricht~a154eed7/,FALSE,Hollandscheveld,14,,
1557335232,5,https://www.ad.nl/binnenland/duizend-gemaskerde-veganisten-op-de-dam-klimaatmars-in-maastricht~a154eed7/,FALSE,Rotterdam,109,,
1557335496,5,https://www.ad.nl/binnenland/duizend-gemaskerde-veganisten-op-de-dam-klimaatmars-in-maastricht~a154eed7/,FALSE,Europe,373,,
1557335696,2,https://www.ad.nl/binnenland/duizend-gemaskerde-veganisten-op-de-dam-klimaatmars-in-maastricht~a154eed7/,FALSE,"Den Bosch, Nederland",573,,
1557433759,1,https://www.ad.nl/binnenland/duizend-gemaskerde-veganisten-op-de-dam-klimaatmars-in-maastricht~a154eed7/,TRUE,Nederland,5,,
1557434308,1,https://www.ad.nl/binnenland/duizend-gemaskerde-veganisten-op-de-dam-klimaatmars-in-maastricht~a154eed7/,FALSE,'s-Gravenhage,554,,
1557434556,2,https://www.ad.nl/binnenland/duizend-gemaskerde-veganisten-op-de-dam-klimaatmars-in-maastricht~a154eed7/,FALSE,Rotterdam,802,,
1557766514,3,https://www.ad.nl/binnenland/duizend-gemaskerde-veganisten-op-de-dam-klimaatmars-in-maastricht~a154eed7/,TRUE,Nederland,20,,
1557766829,4,https://www.ad.nl/binnenland/duizend-gemaskerde-veganisten-op-de-dam-klimaatmars-in-maastricht~a154eed7/,FALSE,,335,,
1556905635,4,https://www.ad.nl/binnenland/eerste-30-000-lego-steentjes-liggen-er-nog-2-970-000-te-gaan~a8c9211d/,FALSE,Nederland,1070,,
1557237157,5,https://www.ad.nl/binnenland/eerste-30-000-lego-steentjes-liggen-er-nog-2-970-000-te-gaan~a8c9211d/,FALSE,Nijeveen,107,,
1556717777,4,https://www.ad.nl/binnenland/elly-21-zat-in-de-trein-naar-auschwitz-en-wist-dat-ze-nooit-meer-terug-zou-keren~a18252aa/,TRUE,Nederland,30,,
1556717862,1,https://www.ad.nl/binnenland/elly-21-zat-in-de-trein-naar-auschwitz-en-wist-dat-ze-nooit-meer-terug-zou-keren~a18252aa/,FALSE,Amersfoort,115,,
1556709864,4,https://www.ad.nl/binnenland/enkelbanddragers-in-heel-nederland-preventief-opgepakt-wegens-grote-softwarestoring~a7a627cd4/,FALSE,,353,,
1556732836,2,https://www.ad.nl/binnenland/enkelbanddragers-in-heel-nederland-preventief-opgepakt-wegens-grote-softwarestoring~a7a627cd4/,FALSE,"Pays-Bas, (Europa)",16,,
1556732900,3,https://www.ad.nl/binnenland/enkelbanddragers-in-heel-nederland-preventief-opgepakt-wegens-grote-softwarestoring~a7a627cd4/,TRUE,Nederland,80,,
1556771209,5,https://www.ad.nl/binnenland/enkelbanddragers-in-heel-nederland-preventief-opgepakt-wegens-grote-softwarestoring~a7a627cd4/,FALSE,"appingedam, netherlands",775,,
1556771280,2,https://www.ad.nl/binnenland/enkelbanddragers-in-heel-nederland-preventief-opgepakt-wegens-grote-softwarestoring~a7a627cd4/,FALSE,"Gouda, the Netherlands",846,,
1556793872,1,https://www.ad.nl/binnenland/enkelbanddragers-in-heel-nederland-preventief-opgepakt-wegens-grote-softwarestoring~a7a627cd4/,TRUE,Nederland,0,,
1556793906,5,https://www.ad.nl/binnenland/enkelbanddragers-in-heel-nederland-preventief-opgepakt-wegens-grote-softwarestoring~a7a627cd4/,FALSE,Rotterdam (Hillegersberg),34,,
1556945358,4,https://www.ad.nl/binnenland/enkelbanddragers-in-heel-nederland-preventief-opgepakt-wegens-grote-softwarestoring~a7a627cd4/,TRUE,Nederland,135,,
1556946237,1,https://www.ad.nl/binnenland/enkelbanddragers-in-heel-nederland-preventief-opgepakt-wegens-grote-softwarestoring~a7a627cd4/,FALSE,Nederland,1014,,
1556976533,1,https://www.ad.nl/binnenland/enkelbanddragers-in-heel-nederland-preventief-opgepakt-wegens-grote-softwarestoring~a7a627cd4/,FALSE,Groningen,452,,
1557057080,1,https://www.ad.nl/binnenland/enkelbanddragers-in-heel-nederland-preventief-opgepakt-wegens-grote-softwarestoring~a7a627cd4/,FALSE,,530,,
1557072809,1,https://www.ad.nl/binnenland/enkelbanddragers-in-heel-nederland-preventief-opgepakt-wegens-grote-softwarestoring~a7a627cd4/,TRUE,Nederland,70,,
1557228892,4,https://www.ad.nl/binnenland/enkelbanddragers-in-heel-nederland-preventief-opgepakt-wegens-grote-softwarestoring~a7a627cd4/,FALSE,"Rotterdam, Nederland",583,,
1557245980,3,https://www.ad.nl/binnenland/enkelbanddragers-in-heel-nederland-preventief-opgepakt-wegens-grote-softwarestoring~a7a627cd4/,FALSE,Nederland,9,,
1557255442,4,https://www.ad.nl/binnenland/enkelbanddragers-in-heel-nederland-preventief-opgepakt-wegens-grote-softwarestoring~a7a627cd4/,FALSE,"Uithoorn, Nederland",145,,
1557329273,1,https://www.ad.nl/binnenland/enkelbanddragers-in-heel-nederland-preventief-opgepakt-wegens-grote-softwarestoring~a7a627cd4/,TRUE,Nederland,985,,
1557329469,1,https://www.ad.nl/binnenland/enkelbanddragers-in-heel-nederland-preventief-opgepakt-wegens-grote-softwarestoring~a7a627cd4/,FALSE,"Lelystad, Nederland",1181,,
1557329490,4,https://www.ad.nl/binnenland/enkelbanddragers-in-heel-nederland-preventief-opgepakt-wegens-grote-softwarestoring~a7a627cd4/,FALSE,"Haarlem, Nederland",1202,,
1557415777,4,https://www.ad.nl/binnenland/enkelbanddragers-in-heel-nederland-preventief-opgepakt-wegens-grote-softwarestoring~a7a627cd4/,TRUE,Spijkenisse,70,,
1557415777,4,https://www.ad.nl/binnenland/enkelbanddragers-in-heel-nederland-preventief-opgepakt-wegens-grote-softwarestoring~a7a627cd4/,TRUE,Nederland,70,,
1557599684,3,https://www.ad.nl/binnenland/enkelbanddragers-in-heel-nederland-preventief-opgepakt-wegens-grote-softwarestoring~a7a627cd4/,FALSE,Rotterdam,409,,
1557605642,1,https://www.ad.nl/binnenland/enkelbanddragers-in-heel-nederland-preventief-opgepakt-wegens-grote-softwarestoring~a7a627cd4/,FALSE,"Groningen, Nederland",536,,
1557605927,1,https://www.ad.nl/binnenland/enkelbanddragers-in-heel-nederland-preventief-opgepakt-wegens-grote-softwarestoring~a7a627cd4/,FALSE,Den Haag - The Hague - NL,821,,
1557664249,1,https://www.ad.nl/binnenland/enkelbanddragers-in-heel-nederland-preventief-opgepakt-wegens-grote-softwarestoring~a7a627cd4/,FALSE,"Amsterdam, Nederland",81,,
1557664682,2,https://www.ad.nl/binnenland/enkelbanddragers-in-heel-nederland-preventief-opgepakt-wegens-grote-softwarestoring~a7a627cd4/,FALSE,Zoetermeer,514,,
1557664903,5,https://www.ad.nl/binnenland/enkelbanddragers-in-heel-nederland-preventief-opgepakt-wegens-grote-softwarestoring~a7a627cd4/,FALSE,"Almere, Nederland",735,,
1557668921,4,https://www.ad.nl/binnenland/enkelbanddragers-in-heel-nederland-preventief-opgepakt-wegens-grote-softwarestoring~a7a627cd4/,FALSE,"51.933629,4.420031",229,,
1557669016,3,https://www.ad.nl/binnenland/enkelbanddragers-in-heel-nederland-preventief-opgepakt-wegens-grote-softwarestoring~a7a627cd4/,FALSE,,324,,
1557669720,2,https://www.ad.nl/binnenland/enkelbanddragers-in-heel-nederland-preventief-opgepakt-wegens-grote-softwarestoring~a7a627cd4/,FALSE,Nederland,1028,,
1557699801,4,https://www.ad.nl/binnenland/enkelbanddragers-in-heel-nederland-preventief-opgepakt-wegens-grote-softwarestoring~a7a627cd4/,FALSE,,939,,
1557729872,1,https://www.ad.nl/binnenland/enkelbanddragers-in-heel-nederland-preventief-opgepakt-wegens-grote-softwarestoring~a7a627cd4/,TRUE,Nederland,260,,
1557730169,2,https://www.ad.nl/binnenland/enkelbanddragers-in-heel-nederland-preventief-opgepakt-wegens-grote-softwarestoring~a7a627cd4/,FALSE,Rotterdam -  IJsselmonde,557,,
1557863911,3,https://www.ad.nl/binnenland/enkelbanddragers-in-heel-nederland-preventief-opgepakt-wegens-grote-softwarestoring~a7a627cd4/,TRUE,Nederland,415,,
1556985098,1,https://www.ad.nl/binnenland/europees-hof-van-justitie-vingerafdruk-turken-bij-verblijfsaanvraag-mag~ad95646d/,TRUE,Nederland,75,,
1557334193,1,https://www.ad.nl/binnenland/europees-hof-van-justitie-vingerafdruk-turken-bij-verblijfsaanvraag-mag~ad95646d/,TRUE,Nederland,230,,
1556973639,5,https://www.ad.nl/binnenland/ex-jihadbruid-aicha-voelt-zich-niet-veilig-en-zegt-huur-maastrichtse-woning-op~a1b85934/,FALSE,Heerenveen,493,,
1557495498,4,https://www.ad.nl/binnenland/ex-jihadbruid-aicha-voelt-zich-niet-veilig-en-zegt-huur-maastrichtse-woning-op~a1b85934/,TRUE,Nederland,60,,
1557641683,1,https://www.ad.nl/binnenland/ex-jihadbruid-aicha-voelt-zich-niet-veilig-en-zegt-huur-maastrichtse-woning-op~a1b85934/,TRUE,Nederland,15,,
1557738043,5,https://www.ad.nl/binnenland/ex-jihadbruid-aicha-voelt-zich-niet-veilig-en-zegt-huur-maastrichtse-woning-op~a1b85934/,FALSE,Rotterdam,361,,
1557738592,4,https://www.ad.nl/binnenland/ex-jihadbruid-aicha-voelt-zich-niet-veilig-en-zegt-huur-maastrichtse-woning-op~a1b85934/,FALSE,Netherlands,910,,
1557753230,5,https://www.ad.nl/binnenland/ex-jihadbruid-aicha-voelt-zich-niet-veilig-en-zegt-huur-maastrichtse-woning-op~a1b85934/,FALSE,Marokko aan de Maas,248,,
1557836465,5,https://www.ad.nl/binnenland/ex-jihadbruid-aicha-voelt-zich-niet-veilig-en-zegt-huur-maastrichtse-woning-op~a1b85934/,FALSE,,263,,
1556810453,4,https://www.ad.nl/binnenland/extra-veiligheidsmaatregelen-bij-utrechtse-scholen-stations-tot-schiphol-en-mediapark~a9046920/,FALSE,Nederland,278,,
1557274441,5,https://www.ad.nl/binnenland/extra-veiligheidsmaatregelen-bij-utrechtse-scholen-stations-tot-schiphol-en-mediapark~a9046920/,FALSE,,71,,
1557274547,2,https://www.ad.nl/binnenland/extra-veiligheidsmaatregelen-bij-utrechtse-scholen-stations-tot-schiphol-en-mediapark~a9046920/,FALSE,"51.933629,4.420031",177,,
1557833126,3,https://www.ad.nl/binnenland/extreemlinks-gaat-vaak-vrijuit~aedcce5e/,TRUE,Nederland,95,,
1556684831,2,https://www.ad.nl/binnenland/fietsers-blij-toch-vier-zondagen-de-afsluitdijk-over~a939095a/,FALSE,Fijnaart,174,,
1556685247,4,https://www.ad.nl/binnenland/fietsers-blij-toch-vier-zondagen-de-afsluitdijk-over~a939095a/,TRUE,Nederland,590,,
1557229699,3,https://www.ad.nl/binnenland/fietsers-blij-toch-vier-zondagen-de-afsluitdijk-over~a939095a/,TRUE,Nederland,30,,
1557807574,5,https://www.ad.nl/binnenland/fietsers-blij-toch-vier-zondagen-de-afsluitdijk-over~a939095a/,FALSE,"Hilversum, Nederland",318,,
1556873115,5,https://www.ad.nl/binnenland/fraude-bij-energieverkoop-mensen-met-schulden-krijgen-contracten-aangesmeerd~ae1d46cb/,FALSE,Leiden,108,,
1556873626,4,https://www.ad.nl/binnenland/fraude-bij-energieverkoop-mensen-met-schulden-krijgen-contracten-aangesmeerd~ae1d46cb/,FALSE,Rotterdam,619,,
1556904025,4,https://www.ad.nl/binnenland/fraude-bij-energieverkoop-mensen-met-schulden-krijgen-contracten-aangesmeerd~ae1d46cb/,FALSE,Santiago Metropolitan Region,576,,
1556992912,5,https://www.ad.nl/binnenland/fraude-bij-energieverkoop-mensen-met-schulden-krijgen-contracten-aangesmeerd~ae1d46cb/,FALSE,"Zeist, Utrecht",701,,
1556993372,4,https://www.ad.nl/binnenland/fraude-bij-energieverkoop-mensen-met-schulden-krijgen-contracten-aangesmeerd~ae1d46cb/,FALSE,Rotterdam,1161,,
1557078135,3,https://www.ad.nl/binnenland/fraude-bij-energieverkoop-mensen-met-schulden-krijgen-contracten-aangesmeerd~ae1d46cb/,TRUE,Nederland,90,,
1557598792,5,https://www.ad.nl/binnenland/fraude-bij-energieverkoop-mensen-met-schulden-krijgen-contracten-aangesmeerd~ae1d46cb/,FALSE,,741,,
1557598953,5,https://www.ad.nl/binnenland/fraude-bij-energieverkoop-mensen-met-schulden-krijgen-contracten-aangesmeerd~ae1d46cb/,FALSE,Nederland,902,,
1556817361,1,https://www.ad.nl/binnenland/frauderende-energieverkoper-wordt-dit-keer-zelf-slachtoffer~a63ae555/,FALSE,Rotterdam,652,,
1557412991,1,https://www.ad.nl/binnenland/frauderende-energieverkoper-wordt-dit-keer-zelf-slachtoffer~a63ae555/,FALSE,"Tilburg,The Netherlands female",60,,
1557413169,4,https://www.ad.nl/binnenland/frauderende-energieverkoper-wordt-dit-keer-zelf-slachtoffer~a63ae555/,FALSE,Baexem,238,,
1557420346,1,https://www.ad.nl/binnenland/frauderende-energieverkoper-wordt-dit-keer-zelf-slachtoffer~a63ae555/,TRUE,Nederland,85,,
1557850017,4,https://www.ad.nl/binnenland/frauderende-energieverkoper-wordt-dit-keer-zelf-slachtoffer~a63ae555/,FALSE,"Dorp Warnsveld, Zutphen",768,,
1557850401,1,https://www.ad.nl/binnenland/frauderende-energieverkoper-wordt-dit-keer-zelf-slachtoffer~a63ae555/,FALSE,Rotterdam -  IJsselmonde,1152,,
1557850438,1,https://www.ad.nl/binnenland/frauderende-energieverkoper-wordt-dit-keer-zelf-slachtoffer~a63ae555/,FALSE,"Oss, Nederland",1189,,
1557827029,4,https://www.ad.nl/binnenland/gemaskerde-mannen-gaan-er-met-opbrengst-van-zeeuws-festival-vandoor~adaac19b/,TRUE,Nederland,10,,
1557827045,3,https://www.ad.nl/binnenland/gemaskerde-mannen-gaan-er-met-opbrengst-van-zeeuws-festival-vandoor~adaac19b/,FALSE,Europe,26,,
1556890956,5,https://www.ad.nl/binnenland/generaal-dreigde-met-opstappen-om-bezuiniging-defensie~a927133e0/,FALSE,Amersfoort,618,,
1557374587,4,https://www.ad.nl/binnenland/generaal-dreigde-met-opstappen-om-bezuiniging-defensie~a927133e0/,TRUE,Nederland,20,,
1557375447,5,https://www.ad.nl/binnenland/generaal-dreigde-met-opstappen-om-bezuiniging-defensie~a927133e0/,FALSE,,880,,
1556690652,2,https://www.ad.nl/binnenland/getraumatiseerde-veteraan-vecht-voor-erkenning-en-compensatie~a502efba/,FALSE,,231,,
1556718405,5,https://www.ad.nl/binnenland/getraumatiseerde-veteraan-vecht-voor-erkenning-en-compensatie~a502efba/,FALSE,,623,,
1556784496,5,https://www.ad.nl/binnenland/getraumatiseerde-veteraan-vecht-voor-erkenning-en-compensatie~a502efba/,FALSE,Alphen / Gouda / Woerden,1004,,
1556786559,5,https://www.ad.nl/binnenland/getraumatiseerde-veteraan-vecht-voor-erkenning-en-compensatie~a502efba/,FALSE,Westland,551,,
1556787442,1,https://www.ad.nl/binnenland/getraumatiseerde-veteraan-vecht-voor-erkenning-en-compensatie~a502efba/,TRUE,Nederland,340,,
1556788213,4,https://www.ad.nl/binnenland/getraumatiseerde-veteraan-vecht-voor-erkenning-en-compensatie~a502efba/,FALSE,"Rotterdam, Nederland",1111,,
1556877118,4,https://www.ad.nl/binnenland/getraumatiseerde-veteraan-vecht-voor-erkenning-en-compensatie~a502efba/,FALSE,,421,,
1556877437,2,https://www.ad.nl/binnenland/getraumatiseerde-veteraan-vecht-voor-erkenning-en-compensatie~a502efba/,FALSE,,740,,
1556877900,5,https://www.ad.nl/binnenland/getraumatiseerde-veteraan-vecht-voor-erkenning-en-compensatie~a502efba/,FALSE,,1203,,
1556895726,4,https://www.ad.nl/binnenland/getraumatiseerde-veteraan-vecht-voor-erkenning-en-compensatie~a502efba/,FALSE,Hollandscheveld,429,,
1557389381,4,https://www.ad.nl/binnenland/getraumatiseerde-veteraan-vecht-voor-erkenning-en-compensatie~a502efba/,FALSE,"52.482625,6.102181",687,,
1557585843,2,https://www.ad.nl/binnenland/getraumatiseerde-veteraan-vecht-voor-erkenning-en-compensatie~a502efba/,FALSE,Brussel,292,,
1557586051,4,https://www.ad.nl/binnenland/getraumatiseerde-veteraan-vecht-voor-erkenning-en-compensatie~a502efba/,TRUE,Nederland,500,,
1557663111,4,https://www.ad.nl/binnenland/getraumatiseerde-veteraan-vecht-voor-erkenning-en-compensatie~a502efba/,FALSE,Netherlands,1044,,
1557663220,4,https://www.ad.nl/binnenland/getraumatiseerde-veteraan-vecht-voor-erkenning-en-compensatie~a502efba/,FALSE,devil's advocate,1153,,
1557735580,1,https://www.ad.nl/binnenland/getraumatiseerde-veteraan-vecht-voor-erkenning-en-compensatie~a502efba/,FALSE,Nederland,79,,
1557735601,2,https://www.ad.nl/binnenland/getraumatiseerde-veteraan-vecht-voor-erkenning-en-compensatie~a502efba/,FALSE,Nederland,197,,
1557736281,5,https://www.ad.nl/binnenland/getraumatiseerde-veteraan-vecht-voor-erkenning-en-compensatie~a502efba/,FALSE,"Vredenburg 24, Utrecht",877,,
1557766158,4,https://www.ad.nl/binnenland/getraumatiseerde-veteraan-vecht-voor-erkenning-en-compensatie~a502efba/,TRUE,Nederland,15,,
1557767183,2,https://www.ad.nl/binnenland/getraumatiseerde-veteraan-vecht-voor-erkenning-en-compensatie~a502efba/,FALSE,Alkmaar,1040,,
1557817607,4,https://www.ad.nl/binnenland/getraumatiseerde-veteraan-vecht-voor-erkenning-en-compensatie~a502efba/,FALSE,"Stadskanaal, Nederland",154,,
1557817942,5,https://www.ad.nl/binnenland/getraumatiseerde-veteraan-vecht-voor-erkenning-en-compensatie~a502efba/,FALSE,Schiedam,489,,
1557818597,5,https://www.ad.nl/binnenland/getraumatiseerde-veteraan-vecht-voor-erkenning-en-compensatie~a502efba/,FALSE,"appingedam, netherlands",1144,,
1557234599,4,https://www.ad.nl/binnenland/gokmen-tanis-ziet-vrouwen-als-wegwerpproducten~ae0a2750/,TRUE,Nederland,950,,
