rn,unix_tstamp,synth_browser_category,synth_page_url,synth_geo_city
1998,1556870512,4,https://www.ad.nl/dossier-formule-1/formule-1-heeft-brabantse-leeuw-nardje-omarmt-als-mascotte~ace7017c/,Capelle aan den IJssel
1999,1556870513,1,https://www.ad.nl/ad-werkt/geen-diploma-maar-wel-werkervaring-dan-biedt-een-vakverklaring-uitkomst~a685ac06/,Hilversum
2000,1556870541,1,https://www.ad.nl/gouda/goudse-school-verplaatst-eindexamengala-vanwege-viering-suikerfeest~a2be20d2/,Boxmeer
2001,1556870614,4,https://www.ad.nl/politiek/kamer-fluit-amsterdam-terug-wij-gaan-over-autoplannen~a0c9e5f7/,Diemen
2002,1556870660,4,https://www.ad.nl/show/zanger-dotan-maakt-comeback-na-trollenschandaal~a9435a22/,Hoogeveen
2003,1556870701,1,https://www.ad.nl/tech/enorme-roof-bij-grootste-bitcoinbeurs-41-miljoen-dollar-gestolen~a70fcd01/,Zwolle
2004,1556870728,1,https://www.ad.nl/den-haag/minderjarige-jongens-die-hond-uitlaten-belaagd-door-groep-van-tien~a25be831/,De Weere
2005,1556870777,4,https://www.ad.nl/alphen/eindelijk-schot-in-verplaatsing-vliegroute-boven-bodegraven-reeuwijk~a20eca2b/,Valkenswaard
2006,1556870789,3,https://www.ad.nl/rotterdam/vrouw-78-in-rolstoel-wacht-na-ziekenhuisbezoek-uren-vergeefs-op-zorgtaxi~ab5c1e8c/,De Bilt
2007,1556870807,1,https://www.ad.nl/show/zoontje-van-harry-en-meghan-heeft-eindelijk-een-naam~ab16c99f/,Amsterdam
2008,1556870811,3,https://www.ad.nl/politiek/schreijer-pierik-ik-heb-alle-bonnen-weggegooid-zo-zat-was-ik-het~ac0ce80d/,Fransum
2009,1556870836,4,https://www.ad.nl/buitenland/nyt-trump-leed-in-tien-jaar-meer-dan-1-miljard-verlies~ac4282b3/,Zeist
2010,1556870864,4,https://www.ad.nl/den-haag/auto-raakt-boom-en-gaat-over-de-kop~ac0cfd04/,Naaldwijk
2011,1556870896,4,https://www.ad.nl/ad-werkt/geen-diploma-maar-wel-werkervaring-dan-biedt-een-vakverklaring-uitkomst~a685ac06/,Den Helder
2012,1556870981,4,https://www.ad.nl/nijmegen/verzetsman-jean-van-geuns-95-woont-al-jaren-in-vs-niets-is-beter-dan-nederland~a3aa0bef/,'s-Hertogenbosch
2013,1556871157,4,https://www.ad.nl/rotterdam/zeilveerdienst-van-rotterdam-naar-londen-het-gaat-nu-echt-gebeuren~a76d3e4e/,Heiloo
2014,1556871226,4,https://www.ad.nl/den-haag/na-de-zomer-begint-de-grote-kaalslag-en-gaan-2200-onveilige-populieren-tegen-de-grond~a12e188c/,Almere Stad
2015,1556871247,3,https://www.ad.nl/buitenlands-voetbal/robben-wil-nog-vier-of-vijf-jaar-door-maar-zonder-blessures~a20880c6/,Rotterdam
2016,1556871420,4,https://www.ad.nl/dossier-halve-finales-cl/live-f-side-houdt-spurs-wakker-zet-geen-geld-op-ajax~a77c606e/,The Hague
2017,1556871700,1,https://www.ad.nl/auto/met-dit-vlugge-fitnessapparaat-mag-je-de-snelweg-op~a2b21feb/,Rotterdam
2018,1556871729,3,https://www.ad.nl/buitenland/gewapende-jongeman-gijzelt-personeel-franse-tabakswinkel-een-vrouw-vrijgelaten~a0721e31/,The Hague
2019,1556871824,1,https://www.ad.nl/show/droomhuis-gezocht-koppel-zoekt-authentiek-klushuis-maar-valt-voor-sportkantine~ae75211f/,Utrecht
2020,1556871844,1,https://www.ad.nl/tech/deze-uitstekende-oled-televisie-is-de-goedkoopste-op-de-markt~ad02a9b9/,Spijkenisse
2021,1556871845,3,https://www.ad.nl/amersfoort/ouders-waken-over-onthoofd-zwanenjong-in-amersfoort~a8135fb3/,Meppel
2022,1556871861,4,https://www.ad.nl/show/tv-kijkers-verdeeld-over-superbitch-bridget-bij-vernieuwde-zwakste-schakel~a9e3cb09/,Roosendaal
2023,1556872001,1,https://www.ad.nl/economie/pensioenen-korten-maar-we-bulken-van-het-geld~a6d7c91e/,Halsteren
2024,1556872025,2,https://www.ad.nl/sport/we-zijn-maar-een-stipje-in-het-heelal-dus-een-voetbalwedstrijd-is-niet-zo-belangrijk~a2a3ff52/,Zwolle
2025,1556872031,1,https://www.ad.nl/europees-voetbal/weergaloze-wijnaldum-leidt-liverpool-naar-wonder-van-anfield~a6232198/,Amersfoort
2026,1556872097,4,https://www.ad.nl/politiek/kamer-fluit-amsterdam-terug-wij-gaan-over-autoplannen~a0c9e5f7/,Casablanca
2027,1556872128,2,https://www.ad.nl/zeeland/waterschap-wil-muskusrat-voorgoed-uitroeien~af93be86/,Dinteloord
2028,1556872149,1,https://www.ad.nl/waterweg/schiedamse-handhavers-voortaan-tot-23-00-uur-op-straat-te-vinden~aa03a6af/,Helden
2029,1556872169,2,https://www.ad.nl/koken-en-eten/man-mag-minuut-gratis-winkelen-en-neemt-voor-maar-16-36-euro-aan-spullen-mee~ac446f29/,Amsterdam
2030,1556872345,3,https://www.ad.nl/buitenland/vlaamse-julie-vocht-terug-dat-bekocht-ze-met-haar-leven~a7958d74/,Ede
2031,1556872404,4,https://www.ad.nl/buitenland/tientallen-terroristen-bestormen-kerk-in-burkina-faso-zes-doden~a81a509d/,Amsterdam
2032,1556872419,4,https://www.ad.nl/buitenland/duitsland-zat-jaren-commandant-westerbork-achterna~a159ca08/,The Hague
2033,1556872446,1,https://www.ad.nl/show/jan-dulles-ontroert-met-you-let-me-walk-alone-in-beste-zangers~a83b024e/,The Hague
2034,1556872540,3,https://www.ad.nl/buitenland/cameraploeg-aangevallen-op-noordstation-in-brussel~ad295f4b/,Odijk
2035,1556872566,4,https://www.ad.nl/binnenland/drie-kopschoppers-trappen-martijn-bewusteloos-het-scheelde-niks-of-ik-was-er-niet-meer~ac6d7a79/,Leidschendam
2036,1556872650,4,https://www.ad.nl/buitenland/brexitpartij-nigel-farage-groter-dan-conservatieven-en-labour-samen~a0377d81/,Hengelo
2037,1556872687,2,https://www.ad.nl/show/superclash-peter-r-de-vries-en-mark-koster-over-olcay-gulsen-in-rtl-boulevard~aa3fc347/,Middelburg
2038,1556872767,1,https://www.ad.nl/binnenland/begin-mei-en-in-limburg-ligt-er-sneeuw-br~a8b614fd/,Hoogeveen
2039,1556872828,1,https://www.ad.nl/buitenland/om-antwerpen-vindt-na-moord-op-julie-geen-andere-risicozaken~a694e881/,Amsterdam
2040,1556872877,4,https://www.ad.nl/zwolle/mannenopvang-luidt-noodklok-moeder-bepaalt-of-vader-kind-mag-zien~aadab7b0/,Rotterdam
2041,1556872904,4,https://www.ad.nl/auto/autofabrikanten-vrezen-tekort-aan-grondstoffen-voor-accu-s~ae9ebac86/,Alkmaar
2042,1556872923,4,https://www.ad.nl/binnenland/veel-oud-studenten-met-schuld-wanbetaler~a6919414/,Alkmaar
2043,1556872933,4,https://www.ad.nl/show/sylvie-meis-bijt-van-zich-af-na-kritiek-op-botoxgezicht~a70e037d/,Harderwijk
2044,1556872988,4,https://www.ad.nl/ad-werkt/jonge-agent-en-leraar-hebben-streepje-voor-in-gouda~ac7dddd2/,Oude-Tonge
2045,1556872993,1,https://www.ad.nl/binnenland/ex-jihadbruid-aicha-voelt-zich-niet-veilig-en-zegt-huur-maastrichtse-woning-op~a1b85934/,Groningen
2046,1556873007,1,https://www.ad.nl/nieuws/erdogan-nederland-is-nazi-overblijfsel-en-fascist~ab60a4a5/,Wehl
2047,1556873020,4,https://www.ad.nl/nederlands-voetbal/ten-hag-wil-meer-we-zijn-nog-niet-tevreden~aae9c2d6/,Amsterdam
2048,1556873065,3,https://www.ad.nl/show/superclash-peter-r-de-vries-en-mark-koster-over-olcay-gulsen-in-rtl-boulevard~aa3fc347/,Amsterdam
2049,1556873089,1,https://www.ad.nl/binnenland/agent-beschrijft-vondst-zwaar-verwaarloosde-jochies-in-flat-ze-vertoonden-dierlijk-gedrag~a22e3023/,Gouda
2050,1556873107,3,https://www.ad.nl/koken-en-eten/deze-topwijnen-van-onder-de-7-50-euro-liggen-gewoon-in-jouw-supermarkt~ae868d7a/,Amsterdam
2051,1556873138,2,https://www.ad.nl/nederlands-voetbal/marino-pusic-weg-als-trainer-bij-fc-twente-heb-van-jullie-genoten-good-goan~acb31b0e/,Wijk bij Duurstede
2052,1556873146,4,https://www.ad.nl/binnenland/proef-met-twee-nieuwe-stembiljetten-in-2021~ae474299/,Doorn
2053,1556873174,1,https://www.ad.nl/show/royaltypodcast-2-meghan-wilde-gewoon-een-grote-ster-worden~a244c99f/,Lelystad
2054,1556873184,1,https://www.ad.nl/europees-voetbal/messi-in-precies-14-jaar-van-1-naar-600~a39ecda3/,Willemstad
2055,1556873475,1,https://www.ad.nl/show/cristiano-ronaldo-koopt-duurste-racebolide-ter-wereld~acb9c881/,Amsterdam
2056,1556873599,3,https://www.ad.nl/buitenland/wel-vluchtgevaarlijk-moordenaar-van-studente-julie-keerde-drie-keer-niet-terug-naar-cel~ab8a107a/,Zwolle
2057,1556873650,3,https://www.ad.nl/show/barney-geniet-van-break-met-piepjonge-liefde-en-marco-traint-zich-suf~a34d9d02/,Rotterdam
2058,1556873743,1,https://www.ad.nl/formule-1/vettel-zet-wereldtitel-al-uit-zijn-hoofd-mercedes-ligt-ver-voor-op-ons~ae27fe33/,Schiedam
2059,1556873922,4,https://www.ad.nl/buitenlands-voetbal/fifa-neemt-schorsing-mino-raiola-over~aa61bb546/,Heerde
2060,1556874272,4,https://www.ad.nl/utrecht/wietkwekerij-ontdekt-bij-brand-in-schuur-overberg~af466aa6/,Spijkenisse
2061,1556874347,3,https://www.ad.nl/utrecht/utrechtse-graffitikunstenaars-geven-the-wall-in-leidsche-rijn-meer-kleur~a81df8e5/,Eindhoven
2062,1556874375,3,https://www.ad.nl/den-haag/paniek-in-bios-tijdens-film-over-aanslagen-mannen-staan-op-en-verspreiden-zich~ae961cdb/,Amsterdam
2063,1556874441,3,https://www.ad.nl/show/het-was-triest-zuur-wreed-onverdiend-maar-juist-daardoor-zo-tv-geniek~a119fe8f/,Delft
2064,1556874479,3,https://www.ad.nl/economie/strijd-om-pensioenen-hogere-aow-leeftijd-is-onnodig~a608d076/,Zeist
2065,1556874556,1,https://www.ad.nl/buitenland/moeder-van-klimaatmeisje-greta-kan-co2-zien-met-het-blote-oog~ad6f49a3/,Amsterdam
2066,1556874574,4,https://www.ad.nl/binnenland/studentencampussen-amsterdam-onveilig~a80d8e28/,Amsterdam
2067,1556874593,3,https://www.ad.nl/binnenland/wendy-44-is-ziek-de-dood-lijkt-me-heerlijk~ace31ad8/,Amsterdam
2068,1556874624,4,https://www.ad.nl/dossier-magazine/mijn-dochter-18-draagt-een-hoofddoek-en-komt-niet-meer-langs~a8a2f1a6/,'s-Hertogenbosch
2069,1556874648,1,https://www.ad.nl/binnenland/ministerie-waarschuwt-pas-op-met-wat-je-socialt-over-turkije~ab9d0fc0/,Utrecht
2070,1556874765,1,https://www.ad.nl/rotterdam/voorman-rotterdamse-hesjes-trekt-stekker-eruit-alle-tijd-en-moeite-het-is-voor-niets-geweest~aad0b6f6/,Spakenburg
2071,1556874848,2,https://www.ad.nl/binnenland/nieuwe-strategie-rutte-valt-kamergeleerde-baudet-aan~a78873b7/,Amsterdam
2072,1556875403,3,https://www.ad.nl/rotterdam/dikke-auto-s-en-oude-barrels-aan-de-kant-in-zevenkamp-tijdens-grootschalige-politieactie~ad6f2ea8/,Rotterdam
2073,1556875490,4,https://www.ad.nl/binnenland/kaartje-pendelbus-kost-lastige-asielzoekers-vijf-euro-per-retour~a77ae8d4/,Weesp
2074,1556875558,1,https://www.ad.nl/den-bosch/terreurafdeling-pi-vught-schreeuwde-allahoe-akbar-tijdens-dodenherdenking-aanstichter-in-isoleercel~a052ed74/,Amsterdam
2075,1556875566,1,https://www.ad.nl/show/bnnvara-kiest-andere-koers-en-stopt-met-deze-publiekstrekkers~aac29256/,Utrecht
2076,1556875576,1,https://www.ad.nl/den-bosch/acht-terreurverdachten-pi-vught-in-isoleercel-na-roepen-allahoe-akbar-minister-boos-respectloos~af1fe402/,Spijkenisse
2077,1556875642,3,https://www.ad.nl/rotterdam/bewoners-niet-meer-welkom-na-renovatie-zijn-wij-niet-goed-genoeg~a26bc10e/,Nederweert
2078,1556875729,1,https://www.ad.nl/utrecht/live-ouders-vermoorde-laura-eisen-100-000-euro-schadevergoeding-ons-meest-dierbare-is-afgenomen~a0750434/,Amsterdam
2079,1556875771,3,https://www.ad.nl/binnenland/wijkblad-mag-niet-schrijven-over-azc-volledige-redactie-stapt-op~a1a66f25/,The Hague
2080,1556875877,3,https://www.ad.nl/binnenland/te-dikke-man-mag-weer-niet-in-beeld-komen-tijdens-dodenherdenking~a9cd00d8/,Almere Stad
2081,1556875983,3,https://www.ad.nl/voorne-putten/automobiliste-over-aanrijding-fietser-ik-was-in-paniek-en-dacht-alleen-maar-aan-mijn-zoontje-br~a8282795/,Alkmaar
2082,1556876051,4,https://www.ad.nl/show/mediadirecteur-bnnvara-wil-uitzondering-op-salarisregels-grote-zorg-dat-matthijs-vertrekt~a130bc1b/,Zwolle
2083,1556876142,2,https://www.ad.nl/binnenland/treinverkeer-en-ov-grote-steden-plat-op-28-mei~a8530fd4/,Olst
2084,1556876192,4,https://www.ad.nl/gouda/18-jarige-aangehouden-na-poging-tot-inbraak-in-gouda~a0a95838/,Zwolle
2085,1556876228,1,https://www.ad.nl/buitenlands-voetbal/deze-talenten-moeten-messi-en-ronaldo-doen-vergeten~aa0b3931/,Krimpen aan de Lek
2086,1556876245,4,https://www.ad.nl/binnenland/pak-de-plantjes-maar-weer-in-het-gaat-vriezen~addd296b/,Rotterdam
2087,1556876262,3,https://www.ad.nl/politiek/inspectie-waarschuwt-te-weinig-mensen-bij-brandweer-en-politie~a8fa2155/,Oss
2088,1556876266,4,https://www.ad.nl/show/er-is-nog-steeds-niemand-die-anouk-live-aankan~a171d743/,Amsterdam
2089,1556876293,1,https://www.ad.nl/binnenland/justitie-omstreden-column-elfie-tromp-over-urk-niet-discriminerend~a14af5e2/,No City
2090,1556876362,1,https://www.ad.nl/politiek/de-hans-brusselmans-van-de-sp-lijkt-wel-heel-erg-op-frans-timmermans~a56b6539/,Hulst
2091,1556876462,4,https://www.ad.nl/wonen/huiseigenaren-zien-overwaarde-stijgen-opeethypotheek-komt-terug~a8801430/,Amsterdam
2092,1556876494,4,https://www.ad.nl/show/waylon-en-bibi-onder-vuur-door-autostoeltje-baby-teddy~a94850fc/,Heemskerk
2093,1556876533,3,https://www.ad.nl/binnenland/schrap-het-500-euro-biljet-als-wettig-betaalmiddel~aa99eb9c/,Waddinxveen
2094,1556876583,4,https://www.ad.nl/binnenland/nederlandse-politie-spoort-op-een-na-grootste-dark-web-platform-op~a49c13a7/,Aalten
2095,1556876644,3,https://www.ad.nl/ad-werkt/hier-testen-ze-hoe-goed-sollicitanten-tegen-stress-kunnen~a8fddb67/,Dwingeloo
2096,1556876648,1,https://www.ad.nl/binnenland/rob-van-essen-wint-libris-literatuurprijs~acf85648/,Rotterdam
2097,1556876659,3,https://www.ad.nl/show/madonna-michael-jackson-vooralsnog-onschuldig~a1f62f85/,Hoogeveen
2098,1556876678,1,https://www.ad.nl/buitenlands-voetbal/drie-maanden-schorsing-voor-zaakwaarnemer-raiola~ae4f49e1/,Leerdam
2099,1556876697,3,https://www.ad.nl/buitenland/leeuwen-uit-slechtste-dierentuin-europa-onderweg-naar-nederland-br~a0c5051e/,Woerden
2100,1556876790,4,https://www.ad.nl/politiek/sp-spotje-misselijkmakend-en-populistisch~ac5b306f/,Vienna
2101,1556876903,4,https://www.ad.nl/nieuws/einde-aan-ontgroeningen~a080cca4/,Rotterdam
2102,1556877082,3,https://www.ad.nl/politiek/kamer-fluit-amsterdam-terug-wij-gaan-over-autoplannen~a0c9e5f7/,Utrecht
2103,1556877160,4,https://www.ad.nl/dossier-ajax/britse-stichting-headway-voer-tijdelijke-wissels-in-bij-hoofdblessures~a9b57787/,Zwolle
2104,1556877180,3,https://www.ad.nl/buitenland/bevoorrading-iss-uitgesteld-door-stroomproblemen~ae9c2d48/,Amsterdam
2105,1556877181,1,https://www.ad.nl/politiek/kamer-fluit-amsterdam-terug-wij-gaan-over-autoplannen~a0c9e5f7/,Best
2106,1556877247,4,https://www.ad.nl/utrecht/motie-roept-op-tot-ondubbelzinnig-nee-tegen-windturbines-in-rijnenburg~a208ec08/,Schiedam
2107,1556877273,4,https://www.ad.nl/europees-voetbal/britse-stichting-headway-voer-tijdelijke-wissels-in-bij-hoofdblessures~a9b57787/,Rotterdam
2108,1556877283,1,https://www.ad.nl/politiek/botsing-tussen-kamerleden-bij-aanbieding-anti-homopetitie~afe36d37/,Groningen
2109,1556877303,3,https://www.ad.nl/politiek/kamer-fluit-amsterdam-terug-wij-gaan-over-autoplannen~a0c9e5f7/,Amsterdam
2110,1556877316,1,https://www.ad.nl/amersfoort/miranda-zitman-voelde-zich-al-langer-ongelukkig-in-haar-relatie~a3358f60/,Amsterdam
2111,1556877415,1,https://www.ad.nl/europees-voetbal/live-wijnaldum-verdubbelt-marge-liverpool-op-rand-van-megastunt~a6232198/,Rotterdam
2112,1556877421,4,https://www.ad.nl/gouda/de-autocross-van-nederland~adc9758b/,Rotterdam
2113,1556877460,4,https://www.ad.nl/binnenland/ongekende-achteruitgang-natuur-miljoen-soorten-met-uitsterven-bedreigd~aaa538a6/,Leidschendam
2114,1556877491,1,https://www.ad.nl/politiek/vvd-en-cu-snel-stappen-tegen-jodenhaat~a27e51d3/,Harderwijk
2115,1556877503,1,https://www.ad.nl/buitenlands-voetbal/de-dood-van-sala-plaatst-alles-in-perspectief~a1928dcc/,Rotterdam
2116,1556877574,2,https://www.ad.nl/economie/deurwaarders-onder-vuur-om-sluw-duperen-schuldenaars-met-extra-kosten~ac20b904/,Schiedam
2117,1556877937,4,https://www.ad.nl/utrecht/ondergrondse-gang-in-lombok-blijft-vooralsnog-een-raadsel~a790a16a/,Rotterdam
2118,1556878103,2,https://www.ad.nl/buitenland/russisch-vliegtuig-maakt-al-brandend-noodlanding-zeker-13-doden~afc2e9b1/,Schiedam
2119,1556878201,1,https://www.ad.nl/binnenland/verzetshelden-hadden-ss-verleden-namen-gaan-mogelijk-weg-uit-erelijst~a614aa8f/,Amsterdam
2120,1556878237,1,https://www.ad.nl/den-haag/geldwagen-overvallen-op-parijsplein-in-den-haag-daders-vluchten-in-bmw~af700c69/,Twello
2121,1556878248,3,https://www.ad.nl/binnenland/bibberen-tijdens-4-en-5-mei-en-zelfs-kans-op-natte-sneeuw~a3270db4/,Utrecht
2122,1556878255,4,https://www.ad.nl/buitenland/cameraploeg-aangevallen-op-noordstation-in-brussel~ad295f4b/,Amersfoort
2123,1556878313,3,https://www.ad.nl/politiek/verzet-tegen-leenstelsel-neemt-toe-asociale-stelsel-moet-van-tafel~a5a47d0f/,Veenendaal
2124,1556878333,1,https://www.ad.nl/economie/geen-handelsakkoord-vs-china-trump-verhoogt-alle-invoertarieven~a2319b1b/,Amsterdam
2125,1556878342,3,https://www.ad.nl/binnenland/vader-ontvoerde-insiya-wordt-niet-gehoord-als-getuige~aa5f5759/,Alblasserdam
2126,1556878406,3,https://www.ad.nl/tennis/live-bertens-pakt-eerste-set-en-voorsprong-in-tweede-set~a9fb5ddc/,Amstelveen
2127,1556878448,4,https://www.ad.nl/rotterdam/groen-groener-groenst-rotterdammers-kiezen-voor-geveltuintjes~ab7e49a9/,Alphen aan den Rijn
2128,1556878537,4,https://www.ad.nl/rotterdam/inzittenden-auto-ongedeerd-na-bizarre-beschieting-in-woonwijk-ik-ben-onwijs-geschrokken~a3a8c597/,Amsterdam
2129,1556878606,3,https://www.ad.nl/buitenland/stier-spiest-19-jarige-fran-tweede-dode-in-week-bij-spaanse-vechtfestivals~afb10e34/,Amstelveen
2130,1556878636,3,https://www.ad.nl/binnenland/benzine-en-dieselauto-s-vanaf-2030-verboden-in-amsterdam~a8691241/,Hillegom
2131,1556878664,1,https://www.ad.nl/buitenland/brexit-leidt-tot-eerste-onafhankelijkheidsmars-wales-ooit~aab9d8dd/,Utrecht
2132,1556878684,1,https://www.ad.nl/buitenland/huis-van-afgevaardigden-neemt-tekst-aan-die-vs-dwingt-in-klimaatakkoord-parijs-te-blijven~abeb7e4c/,Den Burg
2133,1556878710,1,https://www.ad.nl/binnenland/koppen-rollen-door-crisis-politieacademie~a2925235/,Monster
2134,1556878858,1,https://www.ad.nl/show/hbo-biedt-excuses-aan-voor-starbucksbeker-in-game-of-thrones~acf4c75c/,Amsterdam
2135,1556878860,1,https://www.ad.nl/koken-en-eten/amsterdams-restaurant-serveert-stukjes-mens-om-bezoekers-te-laten-nadenken~abb9f427/,Zoetermeer
2136,1556878937,1,https://www.ad.nl/boxtel/vrees-dat-varkens-moeten-worden-geruimd-na-actie-in-boxtel-dit-mag-nooit-meer-gebeuren~a493cf90/,Ede
2137,1556878995,3,https://www.ad.nl/utrecht/gewonde-bij-schietpartij-op-woonwagenkamp-in-utrecht~a4ab3621/,Dubai
2138,1556879140,4,https://www.ad.nl/den-haag/joodse-joram-35-geduwd-en-geschopt-door-50-jongeren-op-bevrijdingsfestival-ze-noemden-me-kankerjood~a5d3ac6f/,Amstelveen
2139,1556879155,1,https://www.ad.nl/utrecht/brand-in-veenendaal-een-enorme-knal-maar-de-2-jarige-jayce-slaapt-door~a8580d0b/,Strijen
2140,1556879163,3,https://www.ad.nl/europees-voetbal/live-wijnaldum-verdubbelt-marge-liverpool-op-rand-van-megastunt~a6232198/,'s-Gravenzande
2141,1556879259,2,https://www.ad.nl/binnenland/politie-houdt-tweede-verdachte-aan-na-vondst-dode-man-in-lelystad~ac046935/,Veenendaal
2142,1556879331,4,https://www.ad.nl/politiek/hiddema-geeft-te-veel-ontvangen-onkosten-aan-poezenboot~a587ef36/,Susteren
2143,1556879338,4,https://www.ad.nl/binnenland/begin-mei-en-in-limburg-ligt-er-sneeuw-br~a8b614fd/,Oudkarspel
2144,1556879338,4,https://www.ad.nl/alphen/eindelijk-schot-in-verplaatsing-vliegroute-boven-bodegraven-reeuwijk~a20eca2b/,Rio de Janeiro
2145,1556879492,3,https://www.ad.nl/koken-en-eten/ramadan-is-vasten-nou-gezond-of-niet~a86ea297/,Den Helder
2146,1556879493,1,https://www.ad.nl/westland/eerste-westlandse-obstaclerun-met-elkaar-lopen-we-voor-de-boetzelaer~ae07424f/,Vreeland
2147,1556879509,1,https://www.ad.nl/auto/schatzoekers-speuren-wereldwijd-naar-duurste-klassieke-auto-ooit~a413fa1e/,Amersfoort
2148,1556879566,4,https://www.ad.nl/ad-werkt/het-is-nationale-collegadag-wat-voor-collega-ben-jij~a73db0c9/,Zoetermeer
2149,1556879575,4,https://www.ad.nl/binnenland/ongekende-achteruitgang-natuur-miljoen-soorten-met-uitsterven-bedreigd~aaa538a6/,Lelystad
2150,1556879578,1,https://www.ad.nl/woerden/meer-ruimte-voor-winkels-in-wijk-snellerpoort~a62caa1c/,Spijkenisse
2151,1556879579,1,https://www.ad.nl/dossier-quizzen/hoe-goed-ken-jij-nederland-speel-de-quiz~a79fdbfd/,Bloemendaal
2152,1556879715,4,https://www.ad.nl/buitenland/vlaamse-julie-vocht-terug-dat-bekocht-ze-met-haar-leven~a7958d74/,Gouda
2153,1556879834,1,https://www.ad.nl/nederlands-voetbal/live-van-persie-dicht-bij-een-doelpunt-met-kopbal-tegen-de-paal~a781933e/,Tilburg
2154,1556879870,4,https://www.ad.nl/show/luke-perry-begraven-in-champignonpak~a00f1da8/,Schiedam
2155,1556879886,4,https://www.ad.nl/buitenland/biertje-dan-riskeer-je-een-boete-in-de-franse-ardeche~af34c5c8/,Amsterdam
2156,1556879887,4,https://www.ad.nl/koken-en-eten/amsterdams-restaurant-serveert-stukjes-mens-om-bezoekers-te-laten-nadenken~abb9f427/,Voorburg
2157,1556880092,1,https://www.ad.nl/buitenland/antwerpen-rouwt-en-protesteert-met-stille-tocht-voor-vermoorde-julie-23~a94f64ce/,Best
2158,1556880195,1,https://www.ad.nl/binnenland/straks-mag-iedere-scheldende-dorpsgek-nog-op-bezoek-in-het-torentje~a8b7e6b2/,Amsterdam
2159,1556880239,4,https://www.ad.nl/auto/hoe-haalbaar-is-de-amsterdamse-benzineban-in-2030-zes-vragen-br~a887ecdd/,Montmeló
2160,1556880306,4,https://www.ad.nl/binnenland/vmbo-ers-lezen-slecht-scholen-komen-met-verplichte-leesuren~a8a22caf/,Sittard
2161,1556880432,4,https://www.ad.nl/auto/ook-dit-grote-duitse-automerk-zet-nu-maximaal-in-op-waterstof~a101b53e/,Rosmalen
2162,1556880703,2,https://www.ad.nl/economie/pensioenfonds-abp-vreest-pensioenkortingen-in-2021~a25bf22c/,Almere Stad
2163,1556880765,1,https://www.ad.nl/royalty/dit-is-waarom-harry-en-meghan-zelf-geen-voogdij-hebben-over-zoontje-archie~aab0c4e8/,Amersfoort
2164,1556881124,1,https://www.ad.nl/show/zeg-maar-dag-tegen-de-zwakste-schakel-met-ijskonijn-bridget~abd2b53f/,Bergen op Zoom
2165,1556881138,1,https://www.ad.nl/etten-leur/uitvaartbeurs-in-etten-leur-mensen-zijn-meer-bezig-met-hun-eigen-uitvaart~a08c2e69/,Amsterdam
2166,1556881166,1,https://www.ad.nl/rotterdam/voorman-rotterdamse-hesjes-trekt-stekker-eruit-alle-tijd-en-moeite-het-is-voor-niets-geweest~aad0b6f6/,Amsterdam
2167,1556881364,4,https://www.ad.nl/politiek/groenlinks-leider-klaver-keert-zich-tegen-eigen-leenstelsel~a5ac3303/,Santo Andre
2168,1556881480,4,https://www.ad.nl/show/single-met-alleen-fluitende-vogels-verovert-elfde-plek-in-britse-hitlijst~a3b0e940/,Rotterdam
2169,1556881575,3,https://www.ad.nl/nederlands-voetbal/live-opluchting-giert-door-arena-na-bevrijdende-goal-van-de-beek~a2bd86fc/,Amsterdam
2170,1556881591,1,https://www.ad.nl/dossier-baby-harry-en-meghan/suits-acteur-patrick-adams-zendt-harry-en-meghan-veel-liefde~ac4693b3/,Zwolle
2171,1556881605,4,https://www.ad.nl/buitenland/tientallen-terroristen-bestormen-kerk-in-burkina-faso-zes-doden~a81a509d/,Amsterdam
2172,1556881619,4,https://www.ad.nl/rotterdam/vvd-wil-debat-over-mogelijke-opvang-van-verslaafden-in-s-gravenland~ab583079/,Tilburg
2173,1556881712,2,https://www.ad.nl/woerden/tragisch-ongeval-in-waarder-kind-van-2-jaar-overlijdt~aab498e2/,Nijmegen
2174,1556881732,1,https://www.ad.nl/buitenland/moeder-van-klimaatmeisje-greta-kan-co2-zien~ad6f49a3/,Zandvoort
2175,1556881855,1,https://www.ad.nl/politiek/kamer-fluit-amsterdam-terug-wij-gaan-over-autoplannen~a0c9e5f7/,Assen
2176,1556881866,3,https://www.ad.nl/rotterdam/aangereden-fietsster-helma-van-lit-68-zoekt-heldin-die-bij-haar-bleef~ad4f8686/,Amsterdam
2177,1556881914,1,https://www.ad.nl/utrecht/zeist-en-nieuwegein-helpen-mantelzorgers-even-op-adem-te-komen~a56b5b5a/,Appingedam
2178,1556881929,4,https://www.ad.nl/binnenland/basisscholieren-in-achterstandswijken-massaal-op-achterstand~a41b70ed/,Amsterdam
2179,1556881950,4,https://www.ad.nl/show/single-met-alleen-fluitende-vogels-verovert-elfde-plek-in-britse-hitlijst~a3b0e940/,Zoetermeer
2180,1556881978,1,https://www.ad.nl/amersfoort/amersfoort-krijgt-volgend-jaar-een-bevrijdingsfestival~a959610d/,Amsterdam
2181,1556881998,4,https://www.ad.nl/europees-voetbal/messi-in-precies-14-jaar-van-1-naar-600~a39ecda3/,Rotterdam
